Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
20,drone_9,12.2742,15.1546,17.0000,17.0000,"11.954,7.783,0.324;17.944,10.426,0.879;13.160,12.220,0.261;15.007,15.810,0.307;12.743,6.022,1.129;15.892,9.680,1.329;12.524,13.024,0.205;6.217,7.227,0.957;11.693,0.600,0.259;13.618,11.929,0.319;0.702,11.974,1.106;6.631,19.551,0.293;16.755,5.861,0.244;6.889,18.968,0.450;12.448,14.268,0.423;18.531,13.083,0.782;6.250,10.902,0.945;5.870,5.845,1.083;1.567,2.753,0.790;17.355,12.941,0.859;11.957,16.503,1.121;9.448,8.275,0.671;16.540,7.888,1.222;19.691,0.808,0.478;4.291,1.707,0.394;6.390,0.956,0.246;0.708,14.764,0.643;3.578,1.448,2.078;3.373,5.917,1.204;13.481,10.505,0.472;2.191,10.969,1.393;6.377,1.847,2.308;17.897,8.359,1.003;8.255,18.451,0.319;13.668,5.707,1.219;18.516,11.085,0.344;6.107,4.740,1.219;1.732,7.342,1.358;7.486,5.568,0.460;2.455,4.014,1.032;0.616,19.308,0.385;9.742,19.373,0.955;1.897,15.412,0.215;6.829,7.965,1.324;12.239,7.074,0.373;1.275,6.267,1.303;14.424,12.603,0.498;4.700,6.039,1.156;1.306,10.331,1.751;3.918,3.127,0.978;12.608,7.962,0.289;17.781,11.507,0.324;1.271,3.953,0.331;17.370,10.284,1.267;1.006,4.727,1.387;15.353,19.740,0.392;19.763,7.295,0.313;9.340,3.954,0.392;4.319,10.533,0.453;19.442,14.569,0.448;18.479,0.164,0.268;2.730,18.148,1.044;13.565,9.176,0.420;3.028,9.074,1.173;4.403,19.399,0.853;9.238,1.048,1.274;5.889,5.383,2.168;4.812,6.935,0.438;18.620,13.864,0.224;13.657,6.147,1.246;14.516,14.109,0.447;4.157,6.689,2.244;10.863,17.142,0.276;2.299,5.946,1.819;1.097,13.546,0.486"
21,drone_0,10.1049,14.5642,17.0000,17.0000,"11.954,7.783,0.324;17.944,10.426,0.879;13.160,12.220,0.261;15.007,15.810,0.307;12.743,6.022,1.129;15.892,9.680,1.329;12.524,13.024,0.205;6.217,7.227,0.957;11.693,0.600,0.259;13.618,11.929,0.319;0.702,11.974,1.106;6.631,19.551,0.293;16.755,5.861,0.244;6.889,18.968,0.450;12.448,14.268,0.423;18.531,13.083,0.782;6.250,10.902,0.945;5.870,5.845,1.083;1.567,2.753,0.790;17.355,12.941,0.859;11.957,16.503,1.121;9.448,8.275,0.671;16.540,7.888,1.222;19.691,0.808,0.478;4.291,1.707,0.394;6.390,0.956,0.246;0.708,14.764,0.643;3.578,1.448,2.078;3.373,5.917,1.204;13.481,10.505,0.472;2.191,10.969,1.393;6.377,1.847,2.308;17.897,8.359,1.003;8.255,18.451,0.319;13.668,5.707,1.219;18.516,11.085,0.344;6.107,4.740,1.219;1.732,7.342,1.358;7.486,5.568,0.460;2.455,4.014,1.032;0.616,19.308,0.385;9.742,19.373,0.955;1.897,15.412,0.215;6.829,7.965,1.324;12.239,7.074,0.373;1.275,6.267,1.303;14.424,12.603,0.498;4.700,6.039,1.156;1.306,10.331,1.751;3.918,3.127,0.978;12.608,7.962,0.289;17.781,11.507,0.324;1.271,3.953,0.331;17.370,10.284,1.267;1.006,4.727,1.387;15.353,19.740,0.392;19.763,7.295,0.313;9.340,3.954,0.392;4.319,10.533,0.453;19.442,14.569,0.448;18.479,0.164,0.268;2.730,18.148,1.044;13.565,9.176,0.420;3.028,9.074,1.173;4.403,19.399,0.853;9.238,1.048,1.274;5.889,5.383,2.168;4.812,6.935,0.438;18.620,13.864,0.224;13.657,6.147,1.246;14.516,14.109,0.447;4.157,6.689,2.244;10.863,17.142,0.276;2.299,5.946,1.819;1.097,13.546,0.486"
21,drone_1,11.5516,13.9150,17.0000,17.0000,"11.954,7.783,0.324;17.944,10.426,0.879;13.160,12.220,0.261;15.007,15.810,0.307;12.743,6.022,1.129;15.892,9.680,1.329;12.524,13.024,0.205;6.217,7.227,0.957;11.693,0.600,0.259;13.618,11.929,0.319;0.702,11.974,1.106;6.631,19.551,0.293;16.755,5.861,0.244;6.889,18.968,0.450;12.448,14.268,0.423;18.531,13.083,0.782;6.250,10.902,0.945;5.870,5.845,1.083;1.567,2.753,0.790;17.355,12.941,0.859;11.957,16.503,1.121;9.448,8.275,0.671;16.540,7.888,1.222;19.691,0.808,0.478;4.291,1.707,0.394;6.390,0.956,0.246;0.708,14.764,0.643;3.578,1.448,2.078;3.373,5.917,1.204;13.481,10.505,0.472;2.191,10.969,1.393;6.377,1.847,2.308;17.897,8.359,1.003;8.255,18.451,0.319;13.668,5.707,1.219;18.516,11.085,0.344;6.107,4.740,1.219;1.732,7.342,1.358;7.486,5.568,0.460;2.455,4.014,1.032;0.616,19.308,0.385;9.742,19.373,0.955;1.897,15.412,0.215;6.829,7.965,1.324;12.239,7.074,0.373;1.275,6.267,1.303;14.424,12.603,0.498;4.700,6.039,1.156;1.306,10.331,1.751;3.918,3.127,0.978;12.608,7.962,0.289;17.781,11.507,0.324;1.271,3.953,0.331;17.370,10.284,1.267;1.006,4.727,1.387;15.353,19.740,0.392;19.763,7.295,0.313;9.340,3.954,0.392;4.319,10.533,0.453;19.442,14.569,0.448;18.479,0.164,0.268;2.730,18.148,1.044;13.565,9.176,0.420;3.028,9.074,1.173;4.403,19.399,0.853;9.238,1.048,1.274;5.889,5.383,2.168;4.812,6.935,0.438;18.620,13.864,0.224;13.657,6.147,1.246;14.516,14.109,0.447;4.157,6.689,2.244;10.863,17.142,0.276;2.299,5.946,1.819;1.097,13.546,0.486"
21,drone_2,19.3023,6.0082,17.0000,17.0000,"11.954,7.783,0.324;17.944,10.426,0.879;13.160,12.220,0.261;15.007,15.810,0.307;12.743,6.022,1.129;15.892,9.680,1.329;12.524,13.024,0.205;6.217,7.227,0.957;11.693,0.600,0.259;13.618,11.929,0.319;0.702,11.974,1.106;6.631,19.551,0.293;16.755,5.861,0.244;6.889,18.968,0.450;12.448,14.268,0.423;18.531,13.083,0.782;6.250,10.902,0.945;5.870,5.845,1.083;1.567,2.753,0.790;17.355,12.941,0.859;11.957,16.503,1.121;9.448,8.275,0.671;16.540,7.888,1.222;19.691,0.808,0.478;4.291,1.707,0.394;6.390,0.956,0.246;0.708,14.764,0.643;3.578,1.448,2.078;3.373,5.917,1.204;13.481,10.505,0.472;2.191,10.969,1.393;6.377,1.847,2.308;17.897,8.359,1.003;8.255,18.451,0.319;13.668,5.707,1.219;18.516,11.085,0.344;6.107,4.740,1.219;1.732,7.342,1.358;7.486,5.568,0.460;2.455,4.014,1.032;0.616,19.308,0.385;9.742,19.373,0.955;1.897,15.412,0.215;6.829,7.965,1.324;12.239,7.074,0.373;1.275,6.267,1.303;14.424,12.603,0.498;4.700,6.039,1.156;1.306,10.331,1.751;3.918,3.127,0.978;12.608,7.962,0.289;17.781,11.507,0.324;1.271,3.953,0.331;17.370,10.284,1.267;1.006,4.727,1.387;15.353,19.740,0.392;19.763,7.295,0.313;9.340,3.954,0.392;4.319,10.533,0.453;19.442,14.569,0.448;18.479,0.164,0.268;2.730,18.148,1.044;13.565,9.176,0.420;3.028,9.074,1.173;4.403,19.399,0.853;9.238,1.048,1.274;5.889,5.383,2.168;4.812,6.935,0.438;18.620,13.864,0.224;13.657,6.147,1.246;14.516,14.109,0.447;4.157,6.689,2.244;10.863,17.142,0.276;2.299,5.946,1.819;1.097,13.546,0.486"
21,drone_4,11.5964,17.9914,17.0000,17.0000,"11.954,7.783,0.324;17.944,10.426,0.879;13.160,12.220,0.261;15.007,15.810,0.307;12.743,6.022,1.129;15.892,9.680,1.329;12.524,13.024,0.205;6.217,7.227,0.957;11.693,0.600,0.259;13.618,11.929,0.319;0.702,11.974,1.106;6.631,19.551,0.293;16.755,5.861,0.244;6.889,18.968,0.450;12.448,14.268,0.423;18.531,13.083,0.782;6.250,10.902,0.945;5.870,5.845,1.083;1.567,2.753,0.790;17.355,12.941,0.859;11.957,16.503,1.121;9.448,8.275,0.671;16.540,7.888,1.222;19.691,0.808,0.478;4.291,1.707,0.394;6.390,0.956,0.246;0.708,14.764,0.643;3.578,1.448,2.078;3.373,5.917,1.204;13.481,10.505,0.472;2.191,10.969,1.393;6.377,1.847,2.308;17.897,8.359,1.003;8.255,18.451,0.319;13.668,5.707,1.219;18.516,11.085,0.344;6.107,4.740,1.219;1.732,7.342,1.358;7.486,5.568,0.460;2.455,4.014,1.032;0.616,19.308,0.385;9.742,19.373,0.955;1.897,15.412,0.215;6.829,7.965,1.324;12.239,7.074,0.373;1.275,6.267,1.303;14.424,12.603,0.498;4.700,6.039,1.156;1.306,10.331,1.751;3.918,3.127,0.978;12.608,7.962,0.289;17.781,11.507,0.324;1.271,3.953,0.331;17.370,10.284,1.267;1.006,4.727,1.387;15.353,19.740,0.392;19.763,7.295,0.313;9.340,3.954,0.392;4.319,10.533,0.453;19.442,14.569,0.448;18.479,0.164,0.268;2.730,18.148,1.044;13.565,9.176,0.420;3.028,9.074,1.173;4.403,19.399,0.853;9.238,1.048,1.274;5.889,5.383,2.168;4.812,6.935,0.438;18.620,13.864,0.224;13.657,6.147,1.246;14.516,14.109,0.447;4.157,6.689,2.244;10.863,17.142,0.276;2.299,5.946,1.819;1.097,13.546,0.486"
21,drone_6,16.0394,4.1057,17.0000,17.0000,"11.954,7.783,0.324;17.944,10.426,0.879;13.160,12.220,0.261;15.007,15.810,0.307;12.743,6.022,1.129;15.892,9.680,1.329;12.524,13.024,0.205;6.217,7.227,0.957;11.693,0.600,0.259;13.618,11.929,0.319;0.702,11.974,1.106;6.631,19.551,0.293;16.755,5.861,0.244;6.889,18.968,0.450;12.448,14.268,0.423;18.531,13.083,0.782;6.250,10.902,0.945;5.870,5.845,1.083;1.567,2.753,0.790;17.355,12.941,0.859;11.957,16.503,1.121;9.448,8.275,0.671;16.540,7.888,1.222;19.691,0.808,0.478;4.291,1.707,0.394;6.390,0.956,0.246;0.708,14.764,0.643;3.578,1.448,2.078;3.373,5.917,1.204;13.481,10.505,0.472;2.191,10.969,1.393;6.377,1.847,2.308;17.897,8.359,1.003;8.255,18.451,0.319;13.668,5.707,1.219;18.516,11.085,0.344;6.107,4.740,1.219;1.732,7.342,1.358;7.486,5.568,0.460;2.455,4.014,1.032;0.616,19.308,0.385;9.742,19.373,0.955;1.897,15.412,0.215;6.829,7.965,1.324;12.239,7.074,0.373;1.275,6.267,1.303;14.424,12.603,0.498;4.700,6.039,1.156;1.306,10.331,1.751;3.918,3.127,0.978;12.608,7.962,0.289;17.781,11.507,0.324;1.271,3.953,0.331;17.370,10.284,1.267;1.006,4.727,1.387;15.353,19.740,0.392;19.763,7.295,0.313;9.340,3.954,0.392;4.319,10.533,0.453;19.442,14.569,0.448;18.479,0.164,0.268;2.730,18.148,1.044;13.565,9.176,0.420;3.028,9.074,1.173;4.403,19.399,0.853;9.238,1.048,1.274;5.889,5.383,2.168;4.812,6.935,0.438;18.620,13.864,0.224;13.657,6.147,1.246;14.516,14.109,0.447;4.157,6.689,2.244;10.863,17.142,0.276;2.299,5.946,1.819;1.097,13.546,0.486"
21,drone_7,18.4132,4.9595,17.0000,17.0000,"11.954,7.783,0.324;17.944,10.426,0.879;13.160,12.220,0.261;15.007,15.810,0.307;12.743,6.022,1.129;15.892,9.680,1.329;12.524,13.024,0.205;6.217,7.227,0.957;11.693,0.600,0.259;13.618,11.929,0.319;0.702,11.974,1.106;6.631,19.551,0.293;16.755,5.861,0.244;6.889,18.968,0.450;12.448,14.268,0.423;18.531,13.083,0.782;6.250,10.902,0.945;5.870,5.845,1.083;1.567,2.753,0.790;17.355,12.941,0.859;11.957,16.503,1.121;9.448,8.275,0.671;16.540,7.888,1.222;19.691,0.808,0.478;4.291,1.707,0.394;6.390,0.956,0.246;0.708,14.764,0.643;3.578,1.448,2.078;3.373,5.917,1.204;13.481,10.505,0.472;2.191,10.969,1.393;6.377,1.847,2.308;17.897,8.359,1.003;8.255,18.451,0.319;13.668,5.707,1.219;18.516,11.085,0.344;6.107,4.740,1.219;1.732,7.342,1.358;7.486,5.568,0.460;2.455,4.014,1.032;0.616,19.308,0.385;9.742,19.373,0.955;1.897,15.412,0.215;6.829,7.965,1.324;12.239,7.074,0.373;1.275,6.267,1.303;14.424,12.603,0.498;4.700,6.039,1.156;1.306,10.331,1.751;3.918,3.127,0.978;12.608,7.962,0.289;17.781,11.507,0.324;1.271,3.953,0.331;17.370,10.284,1.267;1.006,4.727,1.387;15.353,19.740,0.392;19.763,7.295,0.313;9.340,3.954,0.392;4.319,10.533,0.453;19.442,14.569,0.448;18.479,0.164,0.268;2.730,18.148,1.044;13.565,9.176,0.420;3.028,9.074,1.173;4.403,19.399,0.853;9.238,1.048,1.274;5.889,5.383,2.168;4.812,6.935,0.438;18.620,13.864,0.224;13.657,6.147,1.246;14.516,14.109,0.447;4.157,6.689,2.244;10.863,17.142,0.276;2.299,5.946,1.819;1.097,13.546,0.486"
21,drone_8,8.3070,15.3882,17.0000,17.0000,"11.954,7.783,0.324;17.944,10.426,0.879;13.160,12.220,0.261;15.007,15.810,0.307;12.743,6.022,1.129;15.892,9.680,1.329;12.524,13.024,0.205;6.217,7.227,0.957;11.693,0.600,0.259;13.618,11.929,0.319;0.702,11.974,1.106;6.631,19.551,0.293;16.755,5.861,0.244;6.889,18.968,0.450;12.448,14.268,0.423;18.531,13.083,0.782;6.250,10.902,0.945;5.870,5.845,1.083;1.567,2.753,0.790;17.355,12.941,0.859;11.957,16.503,1.121;9.448,8.275,0.671;16.540,7.888,1.222;19.691,0.808,0.478;4.291,1.707,0.394;6.390,0.956,0.246;0.708,14.764,0.643;3.578,1.448,2.078;3.373,5.917,1.204;13.481,10.505,0.472;2.191,10.969,1.393;6.377,1.847,2.308;17.897,8.359,1.003;8.255,18.451,0.319;13.668,5.707,1.219;18.516,11.085,0.344;6.107,4.740,1.219;1.732,7.342,1.358;7.486,5.568,0.460;2.455,4.014,1.032;0.616,19.308,0.385;9.742,19.373,0.955;1.897,15.412,0.215;6.829,7.965,1.324;12.239,7.074,0.373;1.275,6.267,1.303;14.424,12.603,0.498;4.700,6.039,1.156;1.306,10.331,1.751;3.918,3.127,0.978;12.608,7.962,0.289;17.781,11.507,0.324;1.271,3.953,0.331;17.370,10.284,1.267;1.006,4.727,1.387;15.353,19.740,0.392;19.763,7.295,0.313;9.340,3.954,0.392;4.319,10.533,0.453;19.442,14.569,0.448;18.479,0.164,0.268;2.730,18.148,1.044;13.565,9.176,0.420;3.028,9.074,1.173;4.403,19.399,0.853;9.238,1.048,1.274;5.889,5.383,2.168;4.812,6.935,0.438;18.620,13.864,0.224;13.657,6.147,1.246;14.516,14.109,0.447;4.157,6.689,2.244;10.863,17.142,0.276;2.299,5.946,1.819;1.097,13.546,0.486"
21,drone_9,12.4733,15.1732,17.0000,17.0000,"11.954,7.783,0.324;17.944,10.426,0.879;13.160,12.220,0.261;15.007,15.810,0.307;12.743,6.022,1.129;15.892,9.680,1.329;12.524,13.024,0.205;6.217,7.227,0.957;11.693,0.600,0.259;13.618,11.929,0.319;0.702,11.974,1.106;6.631,19.551,0.293;16.755,5.861,0.244;6.889,18.968,0.450;12.448,14.268,0.423;18.531,13.083,0.782;6.250,10.902,0.945;5.870,5.845,1.083;1.567,2.753,0.790;17.355,12.941,0.859;11.957,16.503,1.121;9.448,8.275,0.671;16.540,7.888,1.222;19.691,0.808,0.478;4.291,1.707,0.394;6.390,0.956,0.246;0.708,14.764,0.643;3.578,1.448,2.078;3.373,5.917,1.204;13.481,10.505,0.472;2.191,10.969,1.393;6.377,1.847,2.308;17.897,8.359,1.003;8.255,18.451,0.319;13.668,5.707,1.219;18.516,11.085,0.344;6.107,4.740,1.219;1.732,7.342,1.358;7.486,5.568,0.460;2.455,4.014,1.032;0.616,19.308,0.385;9.742,19.373,0.955;1.897,15.412,0.215;6.829,7.965,1.324;12.239,7.074,0.373;1.275,6.267,1.303;14.424,12.603,0.498;4.700,6.039,1.156;1.306,10.331,1.751;3.918,3.127,0.978;12.608,7.962,0.289;17.781,11.507,0.324;1.271,3.953,0.331;17.370,10.284,1.267;1.006,4.727,1.387;15.353,19.740,0.392;19.763,7.295,0.313;9.340,3.954,0.392;4.319,10.533,0.453;19.442,14.569,0.448;18.479,0.164,0.268;2.730,18.148,1.044;13.565,9.176,0.420;3.028,9.074,1.173;4.403,19.399,0.853;9.238,1.048,1.274;5.889,5.383,2.168;4.812,6.935,0.438;18.620,13.864,0.224;13.657,6.147,1.246;14.516,14.109,0.447;4.157,6.689,2.244;10.863,17.142,0.276;2.299,5.946,1.819;1.097,13.546,0.486"
22,drone_0,10.1972,14.7417,17.0000,17.0000,"11.954,7.783,0.324;17.944,10.426,0.879;13.160,12.220,0.261;15.007,15.810,0.307;12.743,6.022,1.129;15.892,9.680,1.329;12.524,13.024,0.205;6.217,7.227,0.957;11.693,0.600,0.259;13.618,11.929,0.319;0.702,11.974,1.106;6.631,19.551,0.293;16.755,5.861,0.244;6.889,18.968,0.450;12.448,14.268,0.423;18.531,13.083,0.782;6.250,10.902,0.945;5.870,5.845,1.083;1.567,2.753,0.790;17.355,12.941,0.859;11.957,16.503,1.121;9.448,8.275,0.671;16.540,7.888,1.222;19.691,0.808,0.478;4.291,1.707,0.394;6.390,0.956,0.246;0.708,14.764,0.643;3.578,1.448,2.078;3.373,5.917,1.204;13.481,10.505,0.472;2.191,10.969,1.393;6.377,1.847,2.308;17.897,8.359,1.003;8.255,18.451,0.319;13.668,5.707,1.219;18.516,11.085,0.344;6.107,4.740,1.219;1.732,7.342,1.358;7.486,5.568,0.460;2.455,4.014,1.032;0.616,19.308,0.385;9.742,19.373,0.955;1.897,15.412,0.215;6.829,7.965,1.324;12.239,7.074,0.373;1.275,6.267,1.303;14.424,12.603,0.498;4.700,6.039,1.156;1.306,10.331,1.751;3.918,3.127,0.978;12.608,7.962,0.289;17.781,11.507,0.324;1.271,3.953,0.331;17.370,10.284,1.267;1.006,4.727,1.387;15.353,19.740,0.392;19.763,7.295,0.313;9.340,3.954,0.392;4.319,10.533,0.453;19.442,14.569,0.448;18.479,0.164,0.268;2.730,18.148,1.044;13.565,9.176,0.420;3.028,9.074,1.173;4.403,19.399,0.853;9.238,1.048,1.274;5.889,5.383,2.168;4.812,6.935,0.438;18.620,13.864,0.224;13.657,6.147,1.246;14.516,14.109,0.447;4.157,6.689,2.244;10.863,17.142,0.276;2.299,5.946,1.819;1.097,13.546,0.486"
22,drone_1,11.6091,14.1066,17.0000,17.0000,"11.954,7.783,0.324;17.944,10.426,0.879;13.160,12.220,0.261;15.007,15.810,0.307;12.743,6.022,1.129;15.892,9.680,1.329;12.524,13.024,0.205;6.217,7.227,0.957;11.693,0.600,0.259;13.618,11.929,0.319;0.702,11.974,1.106;6.631,19.551,0.293;16.755,5.861,0.244;6.889,18.968,0.450;12.448,14.268,0.423;18.531,13.083,0.782;6.250,10.902,0.945;5.870,5.845,1.083;1.567,2.753,0.790;17.355,12.941,0.859;11.957,16.503,1.121;9.448,8.275,0.671;16.540,7.888,1.222;19.691,0.808,0.478;4.291,1.707,0.394;6.390,0.956,0.246;0.708,14.764,0.643;3.578,1.448,2.078;3.373,5.917,1.204;13.481,10.505,0.472;2.191,10.969,1.393;6.377,1.847,2.308;17.897,8.359,1.003;8.255,18.451,0.319;13.668,5.707,1.219;18.516,11.085,0.344;6.107,4.740,1.219;1.732,7.342,1.358;7.486,5.568,0.460;2.455,4.014,1.032;0.616,19.308,0.385;9.742,19.373,0.955;1.897,15.412,0.215;6.829,7.965,1.324;12.239,7.074,0.373;1.275,6.267,1.303;14.424,12.603,0.498;4.700,6.039,1.156;1.306,10.331,1.751;3.918,3.127,0.978;12.608,7.962,0.289;17.781,11.507,0.324;1.271,3.953,0.331;17.370,10.284,1.267;1.006,4.727,1.387;15.353,19.740,0.392;19.763,7.295,0.313;9.340,3.954,0.392;4.319,10.533,0.453;19.442,14.569,0.448;18.479,0.164,0.268;2.730,18.148,1.044;13.565,9.176,0.420;3.028,9.074,1.173;4.403,19.399,0.853;9.238,1.048,1.274;5.889,5.383,2.168;4.812,6.935,0.438;18.620,13.864,0.224;13.657,6.147,1.246;14.516,14.109,0.447;4.157,6.689,2.244;10.863,17.142,0.276;2.299,5.946,1.819;1.097,13.546,0.486"
22,drone_2,19.3879,6.1890,17.0000,17.0000,"11.954,7.783,0.324;17.944,10.426,0.879;13.160,12.220,0.261;15.007,15.810,0.307;12.743,6.022,1.129;15.892,9.680,1.329;12.524,13.024,0.205;6.217,7.227,0.957;11.693,0.600,0.259;13.618,11.929,0.319;0.702,11.974,1.106;6.631,19.551,0.293;16.755,5.861,0.244;6.889,18.968,0.450;12.448,14.268,0.423;18.531,13.083,0.782;6.250,10.902,0.945;5.870,5.845,1.083;1.567,2.753,0.790;17.355,12.941,0.859;11.957,16.503,1.121;9.448,8.275,0.671;16.540,7.888,1.222;19.691,0.808,0.478;4.291,1.707,0.394;6.390,0.956,0.246;0.708,14.764,0.643;3.578,1.448,2.078;3.373,5.917,1.204;13.481,10.505,0.472;2.191,10.969,1.393;6.377,1.847,2.308;17.897,8.359,1.003;8.255,18.451,0.319;13.668,5.707,1.219;18.516,11.085,0.344;6.107,4.740,1.219;1.732,7.342,1.358;7.486,5.568,0.460;2.455,4.014,1.032;0.616,19.308,0.385;9.742,19.373,0.955;1.897,15.412,0.215;6.829,7.965,1.324;12.239,7.074,0.373;1.275,6.267,1.303;14.424,12.603,0.498;4.700,6.039,1.156;1.306,10.331,1.751;3.918,3.127,0.978;12.608,7.962,0.289;17.781,11.507,0.324;1.271,3.953,0.331;17.370,10.284,1.267;1.006,4.727,1.387;15.353,19.740,0.392;19.763,7.295,0.313;9.340,3.954,0.392;4.319,10.533,0.453;19.442,14.569,0.448;18.479,0.164,0.268;2.730,18.148,1.044;13.565,9.176,0.420;3.028,9.074,1.173;4.403,19.399,0.853;9.238,1.048,1.274;5.889,5.383,2.168;4.812,6.935,0.438;18.620,13.864,0.224;13.657,6.147,1.246;14.516,14.109,0.447;4.157,6.689,2.244;10.863,17.142,0.276;2.299,5.946,1.819;1.097,13.546,0.486"
22,drone_4,11.7874,18.0509,17.0000,17.0000,"11.954,7.783,0.324;17.944,10.426,0.879;13.160,12.220,0.261;15.007,15.810,0.307;12.743,6.022,1.129;15.892,9.680,1.329;12.524,13.024,0.205;6.217,7.227,0.957;11.693,0.600,0.259;13.618,11.929,0.319;0.702,11.974,1.106;6.631,19.551,0.293;16.755,5.861,0.244;6.889,18.968,0.450;12.448,14.268,0.423;18.531,13.083,0.782;6.250,10.902,0.945;5.870,5.845,1.083;1.567,2.753,0.790;17.355,12.941,0.859;11.957,16.503,1.121;9.448,8.275,0.671;16.540,7.888,1.222;19.691,0.808,0.478;4.291,1.707,0.394;6.390,0.956,0.246;0.708,14.764,0.643;3.578,1.448,2.078;3.373,5.917,1.204;13.481,10.505,0.472;2.191,10.969,1.393;6.377,1.847,2.308;17.897,8.359,1.003;8.255,18.451,0.319;13.668,5.707,1.219;18.516,11.085,0.344;6.107,4.740,1.219;1.732,7.342,1.358;7.486,5.568,0.460;2.455,4.014,1.032;0.616,19.308,0.385;9.742,19.373,0.955;1.897,15.412,0.215;6.829,7.965,1.324;12.239,7.074,0.373;1.275,6.267,1.303;14.424,12.603,0.498;4.700,6.039,1.156;1.306,10.331,1.751;3.918,3.127,0.978;12.608,7.962,0.289;17.781,11.507,0.324;1.271,3.953,0.331;17.370,10.284,1.267;1.006,4.727,1.387;15.353,19.740,0.392;19.763,7.295,0.313;9.340,3.954,0.392;4.319,10.533,0.453;19.442,14.569,0.448;18.479,0.164,0.268;2.730,18.148,1.044;13.565,9.176,0.420;3.028,9.074,1.173;4.403,19.399,0.853;9.238,1.048,1.274;5.889,5.383,2.168;4.812,6.935,0.438;18.620,13.864,0.224;13.657,6.147,1.246;14.516,14.109,0.447;4.157,6.689,2.244;10.863,17.142,0.276;2.299,5.946,1.819;1.097,13.546,0.486"
22,drone_6,16.2068,4.2151,17.0000,17.0000,"11.954,7.783,0.324;17.944,10.426,0.879;13.160,12.220,0.261;15.007,15.810,0.307;12.743,6.022,1.129;15.892,9.680,1.329;12.524,13.024,0.205;6.217,7.227,0.957;11.693,0.600,0.259;13.618,11.929,0.319;0.702,11.974,1.106;6.631,19.551,0.293;16.755,5.861,0.244;6.889,18.968,0.450;12.448,14.268,0.423;18.531,13.083,0.782;6.250,10.902,0.945;5.870,5.845,1.083;1.567,2.753,0.790;17.355,12.941,0.859;11.957,16.503,1.121;9.448,8.275,0.671;16.540,7.888,1.222;19.691,0.808,0.478;4.291,1.707,0.394;6.390,0.956,0.246;0.708,14.764,0.643;3.578,1.448,2.078;3.373,5.917,1.204;13.481,10.505,0.472;2.191,10.969,1.393;6.377,1.847,2.308;17.897,8.359,1.003;8.255,18.451,0.319;13.668,5.707,1.219;18.516,11.085,0.344;6.107,4.740,1.219;1.732,7.342,1.358;7.486,5.568,0.460;2.455,4.014,1.032;0.616,19.308,0.385;9.742,19.373,0.955;1.897,15.412,0.215;6.829,7.965,1.324;12.239,7.074,0.373;1.275,6.267,1.303;14.424,12.603,0.498;4.700,6.039,1.156;1.306,10.331,1.751;3.918,3.127,0.978;12.608,7.962,0.289;17.781,11.507,0.324;1.271,3.953,0.331;17.370,10.284,1.267;1.006,4.727,1.387;15.353,19.740,0.392;19.763,7.295,0.313;9.340,3.954,0.392;4.319,10.533,0.453;19.442,14.569,0.448;18.479,0.164,0.268;2.730,18.148,1.044;13.565,9.176,0.420;3.028,9.074,1.173;4.403,19.399,0.853;9.238,1.048,1.274;5.889,5.383,2.168;4.812,6.935,0.438;18.620,13.864,0.224;13.657,6.147,1.246;14.516,14.109,0.447;4.157,6.689,2.244;10.863,17.142,0.276;2.299,5.946,1.819;1.097,13.546,0.486"
22,drone_7,18.5209,5.1280,17.0000,17.0000,"11.954,7.783,0.324;17.944,10.426,0.879;13.160,12.220,0.261;15.007,15.810,0.307;12.743,6.022,1.129;15.892,9.680,1.329;12.524,13.024,0.205;6.217,7.227,0.957;11.693,0.600,0.259;13.618,11.929,0.319;0.702,11.974,1.106;6.631,19.551,0.293;16.755,5.861,0.244;6.889,18.968,0.450;12.448,14.268,0.423;18.531,13.083,0.782;6.250,10.902,0.945;5.870,5.845,1.083;1.567,2.753,0.790;17.355,12.941,0.859;11.957,16.503,1.121;9.448,8.275,0.671;16.540,7.888,1.222;19.691,0.808,0.478;4.291,1.707,0.394;6.390,0.956,0.246;0.708,14.764,0.643;3.578,1.448,2.078;3.373,5.917,1.204;13.481,10.505,0.472;2.191,10.969,1.393;6.377,1.847,2.308;17.897,8.359,1.003;8.255,18.451,0.319;13.668,5.707,1.219;18.516,11.085,0.344;6.107,4.740,1.219;1.732,7.342,1.358;7.486,5.568,0.460;2.455,4.014,1.032;0.616,19.308,0.385;9.742,19.373,0.955;1.897,15.412,0.215;6.829,7.965,1.324;12.239,7.074,0.373;1.275,6.267,1.303;14.424,12.603,0.498;4.700,6.039,1.156;1.306,10.331,1.751;3.918,3.127,0.978;12.608,7.962,0.289;17.781,11.507,0.324;1.271,3.953,0.331;17.370,10.284,1.267;1.006,4.727,1.387;15.353,19.740,0.392;19.763,7.295,0.313;9.340,3.954,0.392;4.319,10.533,0.453;19.442,14.569,0.448;18.479,0.164,0.268;2.730,18.148,1.044;13.565,9.176,0.420;3.028,9.074,1.173;4.403,19.399,0.853;9.238,1.048,1.274;5.889,5.383,2.168;4.812,6.935,0.438;18.620,13.864,0.224;13.657,6.147,1.246;14.516,14.109,0.447;4.157,6.689,2.244;10.863,17.142,0.276;2.299,5.946,1.819;1.097,13.546,0.486"
