Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
16,drone_3,5.6084,11.0907,17.0000,17.0000,"13.583,13.867,2.183;2.036,18.471,0.359;14.456,9.369,0.363;9.685,12.343,0.300;13.731,5.826,0.634;0.350,11.446,0.449;1.905,1.091,0.988;12.210,1.972,0.936;5.183,17.733,0.258;5.143,18.474,1.017;14.891,11.141,0.697;17.667,10.550,0.363;18.718,11.125,0.457;14.345,12.053,1.147;15.649,1.843,0.915;14.241,9.109,2.025;2.770,8.414,0.419;12.474,6.740,1.194;14.497,7.272,0.366;3.681,1.181,0.239;0.344,19.324,0.406;18.212,7.516,0.464;6.781,19.512,0.311;8.859,11.125,0.449;13.240,3.579,0.897;11.566,13.592,0.857;16.118,12.313,1.790;19.431,14.540,0.261;11.436,9.085,1.913;13.996,0.327,0.307;14.179,11.177,0.838;12.388,11.888,0.339;13.389,16.578,0.291;18.988,14.081,1.007;16.516,0.833,1.287;11.371,14.955,0.454;19.459,17.189,0.260;17.996,13.606,0.258;11.392,16.561,0.957;12.285,5.356,1.055;3.066,3.479,0.236;8.323,17.046,0.945;11.067,18.630,1.168;5.381,1.862,0.499;0.512,7.354,0.494;15.519,8.024,1.615;18.930,9.518,0.407;9.593,8.145,0.425;0.479,9.027,0.875;11.492,12.728,0.964;13.772,0.695,1.066;9.207,19.146,0.323;19.863,18.491,0.208;6.190,17.018,0.279;16.844,10.471,1.336;13.492,17.166,0.301;10.970,16.981,1.609;2.529,2.093,0.428;7.382,9.094,0.392;19.366,10.413,0.284;13.395,6.954,0.395;8.636,10.819,0.282;2.986,8.306,0.440;7.001,7.335,0.624;19.532,9.270,0.471;15.029,10.453,2.264;11.539,4.635,1.023;2.772,1.899,0.396;14.689,4.667,0.210;5.241,9.073,0.350;9.757,8.630,0.330;4.017,19.219,0.699;13.982,14.316,1.954;17.348,11.393,2.435;11.123,11.949,0.877;2.366,8.450,0.215;6.636,18.867,1.187;0.835,12.241,0.355;12.484,15.945,0.674;12.628,10.966,2.124;11.332,18.816,1.077;5.113,17.655,0.929;1.348,2.115,0.306;19.834,5.956,0.288;16.084,7.942,1.148;16.186,8.892,1.342;17.452,1.234,0.628;8.692,8.961,0.429;0.464,6.900,0.406;9.117,9.438,0.618;4.951,18.881,1.240;13.118,0.507,0.861;7.418,18.417,1.204"
16,drone_4,4.9260,13.1687,17.0000,17.0000,"13.583,13.867,2.183;2.036,18.471,0.359;14.456,9.369,0.363;9.685,12.343,0.300;13.731,5.826,0.634;0.350,11.446,0.449;1.905,1.091,0.988;12.210,1.972,0.936;5.183,17.733,0.258;5.143,18.474,1.017;14.891,11.141,0.697;17.667,10.550,0.363;18.718,11.125,0.457;14.345,12.053,1.147;15.649,1.843,0.915;14.241,9.109,2.025;2.770,8.414,0.419;12.474,6.740,1.194;14.497,7.272,0.366;3.681,1.181,0.239;0.344,19.324,0.406;18.212,7.516,0.464;6.781,19.512,0.311;8.859,11.125,0.449;13.240,3.579,0.897;11.566,13.592,0.857;16.118,12.313,1.790;19.431,14.540,0.261;11.436,9.085,1.913;13.996,0.327,0.307;14.179,11.177,0.838;12.388,11.888,0.339;13.389,16.578,0.291;18.988,14.081,1.007;16.516,0.833,1.287;11.371,14.955,0.454;19.459,17.189,0.260;17.996,13.606,0.258;11.392,16.561,0.957;12.285,5.356,1.055;3.066,3.479,0.236;8.323,17.046,0.945;11.067,18.630,1.168;5.381,1.862,0.499;0.512,7.354,0.494;15.519,8.024,1.615;18.930,9.518,0.407;9.593,8.145,0.425;0.479,9.027,0.875;11.492,12.728,0.964;13.772,0.695,1.066;9.207,19.146,0.323;19.863,18.491,0.208;6.190,17.018,0.279;16.844,10.471,1.336;13.492,17.166,0.301;10.970,16.981,1.609;2.529,2.093,0.428;7.382,9.094,0.392;19.366,10.413,0.284;13.395,6.954,0.395;8.636,10.819,0.282;2.986,8.306,0.440;7.001,7.335,0.624;19.532,9.270,0.471;15.029,10.453,2.264;11.539,4.635,1.023;2.772,1.899,0.396;14.689,4.667,0.210;5.241,9.073,0.350;9.757,8.630,0.330;4.017,19.219,0.699;13.982,14.316,1.954;17.348,11.393,2.435;11.123,11.949,0.877;2.366,8.450,0.215;6.636,18.867,1.187;0.835,12.241,0.355;12.484,15.945,0.674;12.628,10.966,2.124;11.332,18.816,1.077;5.113,17.655,0.929;1.348,2.115,0.306;19.834,5.956,0.288;16.084,7.942,1.148;16.186,8.892,1.342;17.452,1.234,0.628;8.692,8.961,0.429;0.464,6.900,0.406;9.117,9.438,0.618;4.951,18.881,1.240;13.118,0.507,0.861;7.418,18.417,1.204"
16,drone_6,9.5843,4.3444,17.0000,17.0000,"13.583,13.867,2.183;2.036,18.471,0.359;14.456,9.369,0.363;9.685,12.343,0.300;13.731,5.826,0.634;0.350,11.446,0.449;1.905,1.091,0.988;12.210,1.972,0.936;5.183,17.733,0.258;5.143,18.474,1.017;14.891,11.141,0.697;17.667,10.550,0.363;18.718,11.125,0.457;14.345,12.053,1.147;15.649,1.843,0.915;14.241,9.109,2.025;2.770,8.414,0.419;12.474,6.740,1.194;14.497,7.272,0.366;3.681,1.181,0.239;0.344,19.324,0.406;18.212,7.516,0.464;6.781,19.512,0.311;8.859,11.125,0.449;13.240,3.579,0.897;11.566,13.592,0.857;16.118,12.313,1.790;19.431,14.540,0.261;11.436,9.085,1.913;13.996,0.327,0.307;14.179,11.177,0.838;12.388,11.888,0.339;13.389,16.578,0.291;18.988,14.081,1.007;16.516,0.833,1.287;11.371,14.955,0.454;19.459,17.189,0.260;17.996,13.606,0.258;11.392,16.561,0.957;12.285,5.356,1.055;3.066,3.479,0.236;8.323,17.046,0.945;11.067,18.630,1.168;5.381,1.862,0.499;0.512,7.354,0.494;15.519,8.024,1.615;18.930,9.518,0.407;9.593,8.145,0.425;0.479,9.027,0.875;11.492,12.728,0.964;13.772,0.695,1.066;9.207,19.146,0.323;19.863,18.491,0.208;6.190,17.018,0.279;16.844,10.471,1.336;13.492,17.166,0.301;10.970,16.981,1.609;2.529,2.093,0.428;7.382,9.094,0.392;19.366,10.413,0.284;13.395,6.954,0.395;8.636,10.819,0.282;2.986,8.306,0.440;7.001,7.335,0.624;19.532,9.270,0.471;15.029,10.453,2.264;11.539,4.635,1.023;2.772,1.899,0.396;14.689,4.667,0.210;5.241,9.073,0.350;9.757,8.630,0.330;4.017,19.219,0.699;13.982,14.316,1.954;17.348,11.393,2.435;11.123,11.949,0.877;2.366,8.450,0.215;6.636,18.867,1.187;0.835,12.241,0.355;12.484,15.945,0.674;12.628,10.966,2.124;11.332,18.816,1.077;5.113,17.655,0.929;1.348,2.115,0.306;19.834,5.956,0.288;16.084,7.942,1.148;16.186,8.892,1.342;17.452,1.234,0.628;8.692,8.961,0.429;0.464,6.900,0.406;9.117,9.438,0.618;4.951,18.881,1.240;13.118,0.507,0.861;7.418,18.417,1.204"
16,drone_7,19.2326,6.9399,17.0000,17.0000,"13.583,13.867,2.183;2.036,18.471,0.359;14.456,9.369,0.363;9.685,12.343,0.300;13.731,5.826,0.634;0.350,11.446,0.449;1.905,1.091,0.988;12.210,1.972,0.936;5.183,17.733,0.258;5.143,18.474,1.017;14.891,11.141,0.697;17.667,10.550,0.363;18.718,11.125,0.457;14.345,12.053,1.147;15.649,1.843,0.915;14.241,9.109,2.025;2.770,8.414,0.419;12.474,6.740,1.194;14.497,7.272,0.366;3.681,1.181,0.239;0.344,19.324,0.406;18.212,7.516,0.464;6.781,19.512,0.311;8.859,11.125,0.449;13.240,3.579,0.897;11.566,13.592,0.857;16.118,12.313,1.790;19.431,14.540,0.261;11.436,9.085,1.913;13.996,0.327,0.307;14.179,11.177,0.838;12.388,11.888,0.339;13.389,16.578,0.291;18.988,14.081,1.007;16.516,0.833,1.287;11.371,14.955,0.454;19.459,17.189,0.260;17.996,13.606,0.258;11.392,16.561,0.957;12.285,5.356,1.055;3.066,3.479,0.236;8.323,17.046,0.945;11.067,18.630,1.168;5.381,1.862,0.499;0.512,7.354,0.494;15.519,8.024,1.615;18.930,9.518,0.407;9.593,8.145,0.425;0.479,9.027,0.875;11.492,12.728,0.964;13.772,0.695,1.066;9.207,19.146,0.323;19.863,18.491,0.208;6.190,17.018,0.279;16.844,10.471,1.336;13.492,17.166,0.301;10.970,16.981,1.609;2.529,2.093,0.428;7.382,9.094,0.392;19.366,10.413,0.284;13.395,6.954,0.395;8.636,10.819,0.282;2.986,8.306,0.440;7.001,7.335,0.624;19.532,9.270,0.471;15.029,10.453,2.264;11.539,4.635,1.023;2.772,1.899,0.396;14.689,4.667,0.210;5.241,9.073,0.350;9.757,8.630,0.330;4.017,19.219,0.699;13.982,14.316,1.954;17.348,11.393,2.435;11.123,11.949,0.877;2.366,8.450,0.215;6.636,18.867,1.187;0.835,12.241,0.355;12.484,15.945,0.674;12.628,10.966,2.124;11.332,18.816,1.077;5.113,17.655,0.929;1.348,2.115,0.306;19.834,5.956,0.288;16.084,7.942,1.148;16.186,8.892,1.342;17.452,1.234,0.628;8.692,8.961,0.429;0.464,6.900,0.406;9.117,9.438,0.618;4.951,18.881,1.240;13.118,0.507,0.861;7.418,18.417,1.204"
16,drone_9,5.8004,14.4387,17.0000,17.0000,"13.583,13.867,2.183;2.036,18.471,0.359;14.456,9.369,0.363;9.685,12.343,0.300;13.731,5.826,0.634;0.350,11.446,0.449;1.905,1.091,0.988;12.210,1.972,0.936;5.183,17.733,0.258;5.143,18.474,1.017;14.891,11.141,0.697;17.667,10.550,0.363;18.718,11.125,0.457;14.345,12.053,1.147;15.649,1.843,0.915;14.241,9.109,2.025;2.770,8.414,0.419;12.474,6.740,1.194;14.497,7.272,0.366;3.681,1.181,0.239;0.344,19.324,0.406;18.212,7.516,0.464;6.781,19.512,0.311;8.859,11.125,0.449;13.240,3.579,0.897;11.566,13.592,0.857;16.118,12.313,1.790;19.431,14.540,0.261;11.436,9.085,1.913;13.996,0.327,0.307;14.179,11.177,0.838;12.388,11.888,0.339;13.389,16.578,0.291;18.988,14.081,1.007;16.516,0.833,1.287;11.371,14.955,0.454;19.459,17.189,0.260;17.996,13.606,0.258;11.392,16.561,0.957;12.285,5.356,1.055;3.066,3.479,0.236;8.323,17.046,0.945;11.067,18.630,1.168;5.381,1.862,0.499;0.512,7.354,0.494;15.519,8.024,1.615;18.930,9.518,0.407;9.593,8.145,0.425;0.479,9.027,0.875;11.492,12.728,0.964;13.772,0.695,1.066;9.207,19.146,0.323;19.863,18.491,0.208;6.190,17.018,0.279;16.844,10.471,1.336;13.492,17.166,0.301;10.970,16.981,1.609;2.529,2.093,0.428;7.382,9.094,0.392;19.366,10.413,0.284;13.395,6.954,0.395;8.636,10.819,0.282;2.986,8.306,0.440;7.001,7.335,0.624;19.532,9.270,0.471;15.029,10.453,2.264;11.539,4.635,1.023;2.772,1.899,0.396;14.689,4.667,0.210;5.241,9.073,0.350;9.757,8.630,0.330;4.017,19.219,0.699;13.982,14.316,1.954;17.348,11.393,2.435;11.123,11.949,0.877;2.366,8.450,0.215;6.636,18.867,1.187;0.835,12.241,0.355;12.484,15.945,0.674;12.628,10.966,2.124;11.332,18.816,1.077;5.113,17.655,0.929;1.348,2.115,0.306;19.834,5.956,0.288;16.084,7.942,1.148;16.186,8.892,1.342;17.452,1.234,0.628;8.692,8.961,0.429;0.464,6.900,0.406;9.117,9.438,0.618;4.951,18.881,1.240;13.118,0.507,0.861;7.418,18.417,1.204"
17,drone_0,5.7222,6.2599,17.0000,17.0000,"13.583,13.867,2.183;2.036,18.471,0.359;14.456,9.369,0.363;9.685,12.343,0.300;13.731,5.826,0.634;0.350,11.446,0.449;1.905,1.091,0.988;12.210,1.972,0.936;5.183,17.733,0.258;5.143,18.474,1.017;14.891,11.141,0.697;17.667,10.550,0.363;18.718,11.125,0.457;14.345,12.053,1.147;15.649,1.843,0.915;14.241,9.109,2.025;2.770,8.414,0.419;12.474,6.740,1.194;14.497,7.272,0.366;3.681,1.181,0.239;0.344,19.324,0.406;18.212,7.516,0.464;6.781,19.512,0.311;8.859,11.125,0.449;13.240,3.579,0.897;11.566,13.592,0.857;16.118,12.313,1.790;19.431,14.540,0.261;11.436,9.085,1.913;13.996,0.327,0.307;14.179,11.177,0.838;12.388,11.888,0.339;13.389,16.578,0.291;18.988,14.081,1.007;16.516,0.833,1.287;11.371,14.955,0.454;19.459,17.189,0.260;17.996,13.606,0.258;11.392,16.561,0.957;12.285,5.356,1.055;3.066,3.479,0.236;8.323,17.046,0.945;11.067,18.630,1.168;5.381,1.862,0.499;0.512,7.354,0.494;15.519,8.024,1.615;18.930,9.518,0.407;9.593,8.145,0.425;0.479,9.027,0.875;11.492,12.728,0.964;13.772,0.695,1.066;9.207,19.146,0.323;19.863,18.491,0.208;6.190,17.018,0.279;16.844,10.471,1.336;13.492,17.166,0.301;10.970,16.981,1.609;2.529,2.093,0.428;7.382,9.094,0.392;19.366,10.413,0.284;13.395,6.954,0.395;8.636,10.819,0.282;2.986,8.306,0.440;7.001,7.335,0.624;19.532,9.270,0.471;15.029,10.453,2.264;11.539,4.635,1.023;2.772,1.899,0.396;14.689,4.667,0.210;5.241,9.073,0.350;9.757,8.630,0.330;4.017,19.219,0.699;13.982,14.316,1.954;17.348,11.393,2.435;11.123,11.949,0.877;2.366,8.450,0.215;6.636,18.867,1.187;0.835,12.241,0.355;12.484,15.945,0.674;12.628,10.966,2.124;11.332,18.816,1.077;5.113,17.655,0.929;1.348,2.115,0.306;19.834,5.956,0.288;16.084,7.942,1.148;16.186,8.892,1.342;17.452,1.234,0.628;8.692,8.961,0.429;0.464,6.900,0.406;9.117,9.438,0.618;4.951,18.881,1.240;13.118,0.507,0.861;7.418,18.417,1.204"
17,drone_1,5.9286,11.9788,17.0000,17.0000,"13.583,13.867,2.183;2.036,18.471,0.359;14.456,9.369,0.363;9.685,12.343,0.300;13.731,5.826,0.634;0.350,11.446,0.449;1.905,1.091,0.988;12.210,1.972,0.936;5.183,17.733,0.258;5.143,18.474,1.017;14.891,11.141,0.697;17.667,10.550,0.363;18.718,11.125,0.457;14.345,12.053,1.147;15.649,1.843,0.915;14.241,9.109,2.025;2.770,8.414,0.419;12.474,6.740,1.194;14.497,7.272,0.366;3.681,1.181,0.239;0.344,19.324,0.406;18.212,7.516,0.464;6.781,19.512,0.311;8.859,11.125,0.449;13.240,3.579,0.897;11.566,13.592,0.857;16.118,12.313,1.790;19.431,14.540,0.261;11.436,9.085,1.913;13.996,0.327,0.307;14.179,11.177,0.838;12.388,11.888,0.339;13.389,16.578,0.291;18.988,14.081,1.007;16.516,0.833,1.287;11.371,14.955,0.454;19.459,17.189,0.260;17.996,13.606,0.258;11.392,16.561,0.957;12.285,5.356,1.055;3.066,3.479,0.236;8.323,17.046,0.945;11.067,18.630,1.168;5.381,1.862,0.499;0.512,7.354,0.494;15.519,8.024,1.615;18.930,9.518,0.407;9.593,8.145,0.425;0.479,9.027,0.875;11.492,12.728,0.964;13.772,0.695,1.066;9.207,19.146,0.323;19.863,18.491,0.208;6.190,17.018,0.279;16.844,10.471,1.336;13.492,17.166,0.301;10.970,16.981,1.609;2.529,2.093,0.428;7.382,9.094,0.392;19.366,10.413,0.284;13.395,6.954,0.395;8.636,10.819,0.282;2.986,8.306,0.440;7.001,7.335,0.624;19.532,9.270,0.471;15.029,10.453,2.264;11.539,4.635,1.023;2.772,1.899,0.396;14.689,4.667,0.210;5.241,9.073,0.350;9.757,8.630,0.330;4.017,19.219,0.699;13.982,14.316,1.954;17.348,11.393,2.435;11.123,11.949,0.877;2.366,8.450,0.215;6.636,18.867,1.187;0.835,12.241,0.355;12.484,15.945,0.674;12.628,10.966,2.124;11.332,18.816,1.077;5.113,17.655,0.929;1.348,2.115,0.306;19.834,5.956,0.288;16.084,7.942,1.148;16.186,8.892,1.342;17.452,1.234,0.628;8.692,8.961,0.429;0.464,6.900,0.406;9.117,9.438,0.618;4.951,18.881,1.240;13.118,0.507,0.861;7.418,18.417,1.204"
17,drone_3,5.8008,11.1453,17.0000,17.0000,"13.583,13.867,2.183;2.036,18.471,0.359;14.456,9.369,0.363;9.685,12.343,0.300;13.731,5.826,0.634;0.350,11.446,0.449;1.905,1.091,0.988;12.210,1.972,0.936;5.183,17.733,0.258;5.143,18.474,1.017;14.891,11.141,0.697;17.667,10.550,0.363;18.718,11.125,0.457;14.345,12.053,1.147;15.649,1.843,0.915;14.241,9.109,2.025;2.770,8.414,0.419;12.474,6.740,1.194;14.497,7.272,0.366;3.681,1.181,0.239;0.344,19.324,0.406;18.212,7.516,0.464;6.781,19.512,0.311;8.859,11.125,0.449;13.240,3.579,0.897;11.566,13.592,0.857;16.118,12.313,1.790;19.431,14.540,0.261;11.436,9.085,1.913;13.996,0.327,0.307;14.179,11.177,0.838;12.388,11.888,0.339;13.389,16.578,0.291;18.988,14.081,1.007;16.516,0.833,1.287;11.371,14.955,0.454;19.459,17.189,0.260;17.996,13.606,0.258;11.392,16.561,0.957;12.285,5.356,1.055;3.066,3.479,0.236;8.323,17.046,0.945;11.067,18.630,1.168;5.381,1.862,0.499;0.512,7.354,0.494;15.519,8.024,1.615;18.930,9.518,0.407;9.593,8.145,0.425;0.479,9.027,0.875;11.492,12.728,0.964;13.772,0.695,1.066;9.207,19.146,0.323;19.863,18.491,0.208;6.190,17.018,0.279;16.844,10.471,1.336;13.492,17.166,0.301;10.970,16.981,1.609;2.529,2.093,0.428;7.382,9.094,0.392;19.366,10.413,0.284;13.395,6.954,0.395;8.636,10.819,0.282;2.986,8.306,0.440;7.001,7.335,0.624;19.532,9.270,0.471;15.029,10.453,2.264;11.539,4.635,1.023;2.772,1.899,0.396;14.689,4.667,0.210;5.241,9.073,0.350;9.757,8.630,0.330;4.017,19.219,0.699;13.982,14.316,1.954;17.348,11.393,2.435;11.123,11.949,0.877;2.366,8.450,0.215;6.636,18.867,1.187;0.835,12.241,0.355;12.484,15.945,0.674;12.628,10.966,2.124;11.332,18.816,1.077;5.113,17.655,0.929;1.348,2.115,0.306;19.834,5.956,0.288;16.084,7.942,1.148;16.186,8.892,1.342;17.452,1.234,0.628;8.692,8.961,0.429;0.464,6.900,0.406;9.117,9.438,0.618;4.951,18.881,1.240;13.118,0.507,0.861;7.418,18.417,1.204"
17,drone_4,5.1260,13.1663,17.0000,17.0000,"13.583,13.867,2.183;2.036,18.471,0.359;14.456,9.369,0.363;9.685,12.343,0.300;13.731,5.826,0.634;0.350,11.446,0.449;1.905,1.091,0.988;12.210,1.972,0.936;5.183,17.733,0.258;5.143,18.474,1.017;14.891,11.141,0.697;17.667,10.550,0.363;18.718,11.125,0.457;14.345,12.053,1.147;15.649,1.843,0.915;14.241,9.109,2.025;2.770,8.414,0.419;12.474,6.740,1.194;14.497,7.272,0.366;3.681,1.181,0.239;0.344,19.324,0.406;18.212,7.516,0.464;6.781,19.512,0.311;8.859,11.125,0.449;13.240,3.579,0.897;11.566,13.592,0.857;16.118,12.313,1.790;19.431,14.540,0.261;11.436,9.085,1.913;13.996,0.327,0.307;14.179,11.177,0.838;12.388,11.888,0.339;13.389,16.578,0.291;18.988,14.081,1.007;16.516,0.833,1.287;11.371,14.955,0.454;19.459,17.189,0.260;17.996,13.606,0.258;11.392,16.561,0.957;12.285,5.356,1.055;3.066,3.479,0.236;8.323,17.046,0.945;11.067,18.630,1.168;5.381,1.862,0.499;0.512,7.354,0.494;15.519,8.024,1.615;18.930,9.518,0.407;9.593,8.145,0.425;0.479,9.027,0.875;11.492,12.728,0.964;13.772,0.695,1.066;9.207,19.146,0.323;19.863,18.491,0.208;6.190,17.018,0.279;16.844,10.471,1.336;13.492,17.166,0.301;10.970,16.981,1.609;2.529,2.093,0.428;7.382,9.094,0.392;19.366,10.413,0.284;13.395,6.954,0.395;8.636,10.819,0.282;2.986,8.306,0.440;7.001,7.335,0.624;19.532,9.270,0.471;15.029,10.453,2.264;11.539,4.635,1.023;2.772,1.899,0.396;14.689,4.667,0.210;5.241,9.073,0.350;9.757,8.630,0.330;4.017,19.219,0.699;13.982,14.316,1.954;17.348,11.393,2.435;11.123,11.949,0.877;2.366,8.450,0.215;6.636,18.867,1.187;0.835,12.241,0.355;12.484,15.945,0.674;12.628,10.966,2.124;11.332,18.816,1.077;5.113,17.655,0.929;1.348,2.115,0.306;19.834,5.956,0.288;16.084,7.942,1.148;16.186,8.892,1.342;17.452,1.234,0.628;8.692,8.961,0.429;0.464,6.900,0.406;9.117,9.438,0.618;4.951,18.881,1.240;13.118,0.507,0.861;7.418,18.417,1.204"
17,drone_6,9.7492,4.4576,17.0000,17.0000,"13.583,13.867,2.183;2.036,18.471,0.359;14.456,9.369,0.363;9.685,12.343,0.300;13.731,5.826,0.634;0.350,11.446,0.449;1.905,1.091,0.988;12.210,1.972,0.936;5.183,17.733,0.258;5.143,18.474,1.017;14.891,11.141,0.697;17.667,10.550,0.363;18.718,11.125,0.457;14.345,12.053,1.147;15.649,1.843,0.915;14.241,9.109,2.025;2.770,8.414,0.419;12.474,6.740,1.194;14.497,7.272,0.366;3.681,1.181,0.239;0.344,19.324,0.406;18.212,7.516,0.464;6.781,19.512,0.311;8.859,11.125,0.449;13.240,3.579,0.897;11.566,13.592,0.857;16.118,12.313,1.790;19.431,14.540,0.261;11.436,9.085,1.913;13.996,0.327,0.307;14.179,11.177,0.838;12.388,11.888,0.339;13.389,16.578,0.291;18.988,14.081,1.007;16.516,0.833,1.287;11.371,14.955,0.454;19.459,17.189,0.260;17.996,13.606,0.258;11.392,16.561,0.957;12.285,5.356,1.055;3.066,3.479,0.236;8.323,17.046,0.945;11.067,18.630,1.168;5.381,1.862,0.499;0.512,7.354,0.494;15.519,8.024,1.615;18.930,9.518,0.407;9.593,8.145,0.425;0.479,9.027,0.875;11.492,12.728,0.964;13.772,0.695,1.066;9.207,19.146,0.323;19.863,18.491,0.208;6.190,17.018,0.279;16.844,10.471,1.336;13.492,17.166,0.301;10.970,16.981,1.609;2.529,2.093,0.428;7.382,9.094,0.392;19.366,10.413,0.284;13.395,6.954,0.395;8.636,10.819,0.282;2.986,8.306,0.440;7.001,7.335,0.624;19.532,9.270,0.471;15.029,10.453,2.264;11.539,4.635,1.023;2.772,1.899,0.396;14.689,4.667,0.210;5.241,9.073,0.350;9.757,8.630,0.330;4.017,19.219,0.699;13.982,14.316,1.954;17.348,11.393,2.435;11.123,11.949,0.877;2.366,8.450,0.215;6.636,18.867,1.187;0.835,12.241,0.355;12.484,15.945,0.674;12.628,10.966,2.124;11.332,18.816,1.077;5.113,17.655,0.929;1.348,2.115,0.306;19.834,5.956,0.288;16.084,7.942,1.148;16.186,8.892,1.342;17.452,1.234,0.628;8.692,8.961,0.429;0.464,6.900,0.406;9.117,9.438,0.618;4.951,18.881,1.240;13.118,0.507,0.861;7.418,18.417,1.204"
17,drone_7,19.3041,7.1267,17.0000,17.0000,"13.583,13.867,2.183;2.036,18.471,0.359;14.456,9.369,0.363;9.685,12.343,0.300;13.731,5.826,0.634;0.350,11.446,0.449;1.905,1.091,0.988;12.210,1.972,0.936;5.183,17.733,0.258;5.143,18.474,1.017;14.891,11.141,0.697;17.667,10.550,0.363;18.718,11.125,0.457;14.345,12.053,1.147;15.649,1.843,0.915;14.241,9.109,2.025;2.770,8.414,0.419;12.474,6.740,1.194;14.497,7.272,0.366;3.681,1.181,0.239;0.344,19.324,0.406;18.212,7.516,0.464;6.781,19.512,0.311;8.859,11.125,0.449;13.240,3.579,0.897;11.566,13.592,0.857;16.118,12.313,1.790;19.431,14.540,0.261;11.436,9.085,1.913;13.996,0.327,0.307;14.179,11.177,0.838;12.388,11.888,0.339;13.389,16.578,0.291;18.988,14.081,1.007;16.516,0.833,1.287;11.371,14.955,0.454;19.459,17.189,0.260;17.996,13.606,0.258;11.392,16.561,0.957;12.285,5.356,1.055;3.066,3.479,0.236;8.323,17.046,0.945;11.067,18.630,1.168;5.381,1.862,0.499;0.512,7.354,0.494;15.519,8.024,1.615;18.930,9.518,0.407;9.593,8.145,0.425;0.479,9.027,0.875;11.492,12.728,0.964;13.772,0.695,1.066;9.207,19.146,0.323;19.863,18.491,0.208;6.190,17.018,0.279;16.844,10.471,1.336;13.492,17.166,0.301;10.970,16.981,1.609;2.529,2.093,0.428;7.382,9.094,0.392;19.366,10.413,0.284;13.395,6.954,0.395;8.636,10.819,0.282;2.986,8.306,0.440;7.001,7.335,0.624;19.532,9.270,0.471;15.029,10.453,2.264;11.539,4.635,1.023;2.772,1.899,0.396;14.689,4.667,0.210;5.241,9.073,0.350;9.757,8.630,0.330;4.017,19.219,0.699;13.982,14.316,1.954;17.348,11.393,2.435;11.123,11.949,0.877;2.366,8.450,0.215;6.636,18.867,1.187;0.835,12.241,0.355;12.484,15.945,0.674;12.628,10.966,2.124;11.332,18.816,1.077;5.113,17.655,0.929;1.348,2.115,0.306;19.834,5.956,0.288;16.084,7.942,1.148;16.186,8.892,1.342;17.452,1.234,0.628;8.692,8.961,0.429;0.464,6.900,0.406;9.117,9.438,0.618;4.951,18.881,1.240;13.118,0.507,0.861;7.418,18.417,1.204"
17,drone_9,5.9863,14.3650,17.0000,17.0000,"13.583,13.867,2.183;2.036,18.471,0.359;14.456,9.369,0.363;9.685,12.343,0.300;13.731,5.826,0.634;0.350,11.446,0.449;1.905,1.091,0.988;12.210,1.972,0.936;5.183,17.733,0.258;5.143,18.474,1.017;14.891,11.141,0.697;17.667,10.550,0.363;18.718,11.125,0.457;14.345,12.053,1.147;15.649,1.843,0.915;14.241,9.109,2.025;2.770,8.414,0.419;12.474,6.740,1.194;14.497,7.272,0.366;3.681,1.181,0.239;0.344,19.324,0.406;18.212,7.516,0.464;6.781,19.512,0.311;8.859,11.125,0.449;13.240,3.579,0.897;11.566,13.592,0.857;16.118,12.313,1.790;19.431,14.540,0.261;11.436,9.085,1.913;13.996,0.327,0.307;14.179,11.177,0.838;12.388,11.888,0.339;13.389,16.578,0.291;18.988,14.081,1.007;16.516,0.833,1.287;11.371,14.955,0.454;19.459,17.189,0.260;17.996,13.606,0.258;11.392,16.561,0.957;12.285,5.356,1.055;3.066,3.479,0.236;8.323,17.046,0.945;11.067,18.630,1.168;5.381,1.862,0.499;0.512,7.354,0.494;15.519,8.024,1.615;18.930,9.518,0.407;9.593,8.145,0.425;0.479,9.027,0.875;11.492,12.728,0.964;13.772,0.695,1.066;9.207,19.146,0.323;19.863,18.491,0.208;6.190,17.018,0.279;16.844,10.471,1.336;13.492,17.166,0.301;10.970,16.981,1.609;2.529,2.093,0.428;7.382,9.094,0.392;19.366,10.413,0.284;13.395,6.954,0.395;8.636,10.819,0.282;2.986,8.306,0.440;7.001,7.335,0.624;19.532,9.270,0.471;15.029,10.453,2.264;11.539,4.635,1.023;2.772,1.899,0.396;14.689,4.667,0.210;5.241,9.073,0.350;9.757,8.630,0.330;4.017,19.219,0.699;13.982,14.316,1.954;17.348,11.393,2.435;11.123,11.949,0.877;2.366,8.450,0.215;6.636,18.867,1.187;0.835,12.241,0.355;12.484,15.945,0.674;12.628,10.966,2.124;11.332,18.816,1.077;5.113,17.655,0.929;1.348,2.115,0.306;19.834,5.956,0.288;16.084,7.942,1.148;16.186,8.892,1.342;17.452,1.234,0.628;8.692,8.961,0.429;0.464,6.900,0.406;9.117,9.438,0.618;4.951,18.881,1.240;13.118,0.507,0.861;7.418,18.417,1.204"
