Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
332,drone_9,17.3693,18.4743,17.0000,17.0000,"12.023,13.535,0.874;13.806,1.011,0.415;18.817,12.001,0.376;5.574,5.922,0.326;11.059,15.670,1.832;3.621,16.771,0.990;0.528,7.642,0.717;2.498,1.138,0.828;12.380,16.502,0.731;9.414,2.352,0.408;5.768,9.290,0.209;11.906,18.365,0.609;18.657,11.635,0.963;4.155,18.702,0.896;8.296,6.571,1.895;6.919,0.689,0.945;10.160,5.903,0.452;0.788,12.003,0.708;10.900,18.273,1.306;11.952,3.178,0.482;12.443,13.517,1.338;13.845,14.263,1.028;18.825,3.511,0.654;14.798,11.402,0.299;10.698,8.516,0.223;8.584,2.653,1.150;15.056,13.122,0.778;3.358,17.866,1.337;0.798,4.245,0.262;6.192,12.395,1.109;19.365,19.765,0.278;10.776,19.514,0.478;12.787,17.829,0.488;11.450,3.693,1.089;8.014,5.405,1.168;0.995,13.419,0.930;12.096,9.872,0.845;2.560,2.843,0.395;19.674,11.471,0.203;4.978,8.887,0.875;6.243,10.865,1.177;18.766,9.607,0.685;10.602,3.312,0.300;1.624,1.483,0.283;4.882,7.067,0.430;1.390,8.388,0.441;1.443,2.816,0.468;1.387,14.382,0.361;5.298,15.771,0.390;10.568,8.295,0.488;18.202,3.195,0.720;9.556,18.889,1.083;13.119,12.857,0.860;1.363,9.395,0.458;5.758,11.127,0.995;5.352,10.004,0.765;0.991,17.360,0.619;3.640,2.029,0.328;7.256,11.180,0.281;0.944,12.273,0.734;19.439,8.946,0.329;8.567,9.722,0.323;2.147,8.971,0.867;2.925,17.321,1.155;12.011,17.599,1.733;7.759,3.762,0.849;15.163,10.406,0.739;12.200,9.400,0.456;10.608,2.738,2.059;9.852,7.663,0.420;11.980,8.269,1.031;13.770,19.456,0.428;12.668,19.332,0.334;8.086,4.093,0.642;10.893,0.593,0.235;4.370,16.413,0.359;9.840,17.506,1.168;4.738,16.428,0.467;2.270,10.048,0.345;19.103,19.166,1.000;15.591,13.623,0.205;13.037,15.010,1.301;1.162,10.286,0.205;6.893,11.811,0.771;14.222,13.385,0.406;2.252,16.359,0.284;9.130,2.475,1.335;6.416,6.255,1.216;0.756,8.499,0.212;12.651,16.553,0.834;10.854,4.241,1.092;0.481,3.826,0.687;5.128,15.345,0.215;13.148,9.294,0.424;12.671,12.609,1.368;7.349,5.103,0.607;12.209,6.056,0.613;9.644,5.143,1.286;6.544,8.762,0.318;2.354,2.134,0.445;10.049,8.716,0.349;1.868,17.649,0.657;14.247,19.287,0.624;15.306,13.947,0.362;14.141,11.309,0.867;12.245,8.145,0.908;0.975,15.922,1.125"
333,drone_9,17.3820,18.4697,17.0000,17.0000,"12.023,13.535,0.874;13.806,1.011,0.415;18.817,12.001,0.376;5.574,5.922,0.326;11.059,15.670,1.832;3.621,16.771,0.990;0.528,7.642,0.717;2.498,1.138,0.828;12.380,16.502,0.731;9.414,2.352,0.408;5.768,9.290,0.209;11.906,18.365,0.609;18.657,11.635,0.963;4.155,18.702,0.896;8.296,6.571,1.895;6.919,0.689,0.945;10.160,5.903,0.452;0.788,12.003,0.708;10.900,18.273,1.306;11.952,3.178,0.482;12.443,13.517,1.338;13.845,14.263,1.028;18.825,3.511,0.654;14.798,11.402,0.299;10.698,8.516,0.223;8.584,2.653,1.150;15.056,13.122,0.778;3.358,17.866,1.337;0.798,4.245,0.262;6.192,12.395,1.109;19.365,19.765,0.278;10.776,19.514,0.478;12.787,17.829,0.488;11.450,3.693,1.089;8.014,5.405,1.168;0.995,13.419,0.930;12.096,9.872,0.845;2.560,2.843,0.395;19.674,11.471,0.203;4.978,8.887,0.875;6.243,10.865,1.177;18.766,9.607,0.685;10.602,3.312,0.300;1.624,1.483,0.283;4.882,7.067,0.430;1.390,8.388,0.441;1.443,2.816,0.468;1.387,14.382,0.361;5.298,15.771,0.390;10.568,8.295,0.488;18.202,3.195,0.720;9.556,18.889,1.083;13.119,12.857,0.860;1.363,9.395,0.458;5.758,11.127,0.995;5.352,10.004,0.765;0.991,17.360,0.619;3.640,2.029,0.328;7.256,11.180,0.281;0.944,12.273,0.734;19.439,8.946,0.329;8.567,9.722,0.323;2.147,8.971,0.867;2.925,17.321,1.155;12.011,17.599,1.733;7.759,3.762,0.849;15.163,10.406,0.739;12.200,9.400,0.456;10.608,2.738,2.059;9.852,7.663,0.420;11.980,8.269,1.031;13.770,19.456,0.428;12.668,19.332,0.334;8.086,4.093,0.642;10.893,0.593,0.235;4.370,16.413,0.359;9.840,17.506,1.168;4.738,16.428,0.467;2.270,10.048,0.345;19.103,19.166,1.000;15.591,13.623,0.205;13.037,15.010,1.301;1.162,10.286,0.205;6.893,11.811,0.771;14.222,13.385,0.406;2.252,16.359,0.284;9.130,2.475,1.335;6.416,6.255,1.216;0.756,8.499,0.212;12.651,16.553,0.834;10.854,4.241,1.092;0.481,3.826,0.687;5.128,15.345,0.215;13.148,9.294,0.424;12.671,12.609,1.368;7.349,5.103,0.607;12.209,6.056,0.613;9.644,5.143,1.286;6.544,8.762,0.318;2.354,2.134,0.445;10.049,8.716,0.349;1.868,17.649,0.657;14.247,19.287,0.624;15.306,13.947,0.362;14.141,11.309,0.867;12.245,8.145,0.908;0.975,15.922,1.125"
334,drone_9,17.3929,18.4555,17.0000,17.0000,"12.023,13.535,0.874;13.806,1.011,0.415;18.817,12.001,0.376;5.574,5.922,0.326;11.059,15.670,1.832;3.621,16.771,0.990;0.528,7.642,0.717;2.498,1.138,0.828;12.380,16.502,0.731;9.414,2.352,0.408;5.768,9.290,0.209;11.906,18.365,0.609;18.657,11.635,0.963;4.155,18.702,0.896;8.296,6.571,1.895;6.919,0.689,0.945;10.160,5.903,0.452;0.788,12.003,0.708;10.900,18.273,1.306;11.952,3.178,0.482;12.443,13.517,1.338;13.845,14.263,1.028;18.825,3.511,0.654;14.798,11.402,0.299;10.698,8.516,0.223;8.584,2.653,1.150;15.056,13.122,0.778;3.358,17.866,1.337;0.798,4.245,0.262;6.192,12.395,1.109;19.365,19.765,0.278;10.776,19.514,0.478;12.787,17.829,0.488;11.450,3.693,1.089;8.014,5.405,1.168;0.995,13.419,0.930;12.096,9.872,0.845;2.560,2.843,0.395;19.674,11.471,0.203;4.978,8.887,0.875;6.243,10.865,1.177;18.766,9.607,0.685;10.602,3.312,0.300;1.624,1.483,0.283;4.882,7.067,0.430;1.390,8.388,0.441;1.443,2.816,0.468;1.387,14.382,0.361;5.298,15.771,0.390;10.568,8.295,0.488;18.202,3.195,0.720;9.556,18.889,1.083;13.119,12.857,0.860;1.363,9.395,0.458;5.758,11.127,0.995;5.352,10.004,0.765;0.991,17.360,0.619;3.640,2.029,0.328;7.256,11.180,0.281;0.944,12.273,0.734;19.439,8.946,0.329;8.567,9.722,0.323;2.147,8.971,0.867;2.925,17.321,1.155;12.011,17.599,1.733;7.759,3.762,0.849;15.163,10.406,0.739;12.200,9.400,0.456;10.608,2.738,2.059;9.852,7.663,0.420;11.980,8.269,1.031;13.770,19.456,0.428;12.668,19.332,0.334;8.086,4.093,0.642;10.893,0.593,0.235;4.370,16.413,0.359;9.840,17.506,1.168;4.738,16.428,0.467;2.270,10.048,0.345;19.103,19.166,1.000;15.591,13.623,0.205;13.037,15.010,1.301;1.162,10.286,0.205;6.893,11.811,0.771;14.222,13.385,0.406;2.252,16.359,0.284;9.130,2.475,1.335;6.416,6.255,1.216;0.756,8.499,0.212;12.651,16.553,0.834;10.854,4.241,1.092;0.481,3.826,0.687;5.128,15.345,0.215;13.148,9.294,0.424;12.671,12.609,1.368;7.349,5.103,0.607;12.209,6.056,0.613;9.644,5.143,1.286;6.544,8.762,0.318;2.354,2.134,0.445;10.049,8.716,0.349;1.868,17.649,0.657;14.247,19.287,0.624;15.306,13.947,0.362;14.141,11.309,0.867;12.245,8.145,0.908;0.975,15.922,1.125"
335,drone_9,17.4007,18.4365,17.0000,17.0000,"12.023,13.535,0.874;13.806,1.011,0.415;18.817,12.001,0.376;5.574,5.922,0.326;11.059,15.670,1.832;3.621,16.771,0.990;0.528,7.642,0.717;2.498,1.138,0.828;12.380,16.502,0.731;9.414,2.352,0.408;5.768,9.290,0.209;11.906,18.365,0.609;18.657,11.635,0.963;4.155,18.702,0.896;8.296,6.571,1.895;6.919,0.689,0.945;10.160,5.903,0.452;0.788,12.003,0.708;10.900,18.273,1.306;11.952,3.178,0.482;12.443,13.517,1.338;13.845,14.263,1.028;18.825,3.511,0.654;14.798,11.402,0.299;10.698,8.516,0.223;8.584,2.653,1.150;15.056,13.122,0.778;3.358,17.866,1.337;0.798,4.245,0.262;6.192,12.395,1.109;19.365,19.765,0.278;10.776,19.514,0.478;12.787,17.829,0.488;11.450,3.693,1.089;8.014,5.405,1.168;0.995,13.419,0.930;12.096,9.872,0.845;2.560,2.843,0.395;19.674,11.471,0.203;4.978,8.887,0.875;6.243,10.865,1.177;18.766,9.607,0.685;10.602,3.312,0.300;1.624,1.483,0.283;4.882,7.067,0.430;1.390,8.388,0.441;1.443,2.816,0.468;1.387,14.382,0.361;5.298,15.771,0.390;10.568,8.295,0.488;18.202,3.195,0.720;9.556,18.889,1.083;13.119,12.857,0.860;1.363,9.395,0.458;5.758,11.127,0.995;5.352,10.004,0.765;0.991,17.360,0.619;3.640,2.029,0.328;7.256,11.180,0.281;0.944,12.273,0.734;19.439,8.946,0.329;8.567,9.722,0.323;2.147,8.971,0.867;2.925,17.321,1.155;12.011,17.599,1.733;7.759,3.762,0.849;15.163,10.406,0.739;12.200,9.400,0.456;10.608,2.738,2.059;9.852,7.663,0.420;11.980,8.269,1.031;13.770,19.456,0.428;12.668,19.332,0.334;8.086,4.093,0.642;10.893,0.593,0.235;4.370,16.413,0.359;9.840,17.506,1.168;4.738,16.428,0.467;2.270,10.048,0.345;19.103,19.166,1.000;15.591,13.623,0.205;13.037,15.010,1.301;1.162,10.286,0.205;6.893,11.811,0.771;14.222,13.385,0.406;2.252,16.359,0.284;9.130,2.475,1.335;6.416,6.255,1.216;0.756,8.499,0.212;12.651,16.553,0.834;10.854,4.241,1.092;0.481,3.826,0.687;5.128,15.345,0.215;13.148,9.294,0.424;12.671,12.609,1.368;7.349,5.103,0.607;12.209,6.056,0.613;9.644,5.143,1.286;6.544,8.762,0.318;2.354,2.134,0.445;10.049,8.716,0.349;1.868,17.649,0.657;14.247,19.287,0.624;15.306,13.947,0.362;14.141,11.309,0.867;12.245,8.145,0.908;0.975,15.922,1.125"
336,drone_9,17.4050,18.4161,17.0000,17.0000,"12.023,13.535,0.874;13.806,1.011,0.415;18.817,12.001,0.376;5.574,5.922,0.326;11.059,15.670,1.832;3.621,16.771,0.990;0.528,7.642,0.717;2.498,1.138,0.828;12.380,16.502,0.731;9.414,2.352,0.408;5.768,9.290,0.209;11.906,18.365,0.609;18.657,11.635,0.963;4.155,18.702,0.896;8.296,6.571,1.895;6.919,0.689,0.945;10.160,5.903,0.452;0.788,12.003,0.708;10.900,18.273,1.306;11.952,3.178,0.482;12.443,13.517,1.338;13.845,14.263,1.028;18.825,3.511,0.654;14.798,11.402,0.299;10.698,8.516,0.223;8.584,2.653,1.150;15.056,13.122,0.778;3.358,17.866,1.337;0.798,4.245,0.262;6.192,12.395,1.109;19.365,19.765,0.278;10.776,19.514,0.478;12.787,17.829,0.488;11.450,3.693,1.089;8.014,5.405,1.168;0.995,13.419,0.930;12.096,9.872,0.845;2.560,2.843,0.395;19.674,11.471,0.203;4.978,8.887,0.875;6.243,10.865,1.177;18.766,9.607,0.685;10.602,3.312,0.300;1.624,1.483,0.283;4.882,7.067,0.430;1.390,8.388,0.441;1.443,2.816,0.468;1.387,14.382,0.361;5.298,15.771,0.390;10.568,8.295,0.488;18.202,3.195,0.720;9.556,18.889,1.083;13.119,12.857,0.860;1.363,9.395,0.458;5.758,11.127,0.995;5.352,10.004,0.765;0.991,17.360,0.619;3.640,2.029,0.328;7.256,11.180,0.281;0.944,12.273,0.734;19.439,8.946,0.329;8.567,9.722,0.323;2.147,8.971,0.867;2.925,17.321,1.155;12.011,17.599,1.733;7.759,3.762,0.849;15.163,10.406,0.739;12.200,9.400,0.456;10.608,2.738,2.059;9.852,7.663,0.420;11.980,8.269,1.031;13.770,19.456,0.428;12.668,19.332,0.334;8.086,4.093,0.642;10.893,0.593,0.235;4.370,16.413,0.359;9.840,17.506,1.168;4.738,16.428,0.467;2.270,10.048,0.345;19.103,19.166,1.000;15.591,13.623,0.205;13.037,15.010,1.301;1.162,10.286,0.205;6.893,11.811,0.771;14.222,13.385,0.406;2.252,16.359,0.284;9.130,2.475,1.335;6.416,6.255,1.216;0.756,8.499,0.212;12.651,16.553,0.834;10.854,4.241,1.092;0.481,3.826,0.687;5.128,15.345,0.215;13.148,9.294,0.424;12.671,12.609,1.368;7.349,5.103,0.607;12.209,6.056,0.613;9.644,5.143,1.286;6.544,8.762,0.318;2.354,2.134,0.445;10.049,8.716,0.349;1.868,17.649,0.657;14.247,19.287,0.624;15.306,13.947,0.362;14.141,11.309,0.867;12.245,8.145,0.908;0.975,15.922,1.125"
337,drone_9,17.4064,18.3959,17.0000,17.0000,"12.023,13.535,0.874;13.806,1.011,0.415;18.817,12.001,0.376;5.574,5.922,0.326;11.059,15.670,1.832;3.621,16.771,0.990;0.528,7.642,0.717;2.498,1.138,0.828;12.380,16.502,0.731;9.414,2.352,0.408;5.768,9.290,0.209;11.906,18.365,0.609;18.657,11.635,0.963;4.155,18.702,0.896;8.296,6.571,1.895;6.919,0.689,0.945;10.160,5.903,0.452;0.788,12.003,0.708;10.900,18.273,1.306;11.952,3.178,0.482;12.443,13.517,1.338;13.845,14.263,1.028;18.825,3.511,0.654;14.798,11.402,0.299;10.698,8.516,0.223;8.584,2.653,1.150;15.056,13.122,0.778;3.358,17.866,1.337;0.798,4.245,0.262;6.192,12.395,1.109;19.365,19.765,0.278;10.776,19.514,0.478;12.787,17.829,0.488;11.450,3.693,1.089;8.014,5.405,1.168;0.995,13.419,0.930;12.096,9.872,0.845;2.560,2.843,0.395;19.674,11.471,0.203;4.978,8.887,0.875;6.243,10.865,1.177;18.766,9.607,0.685;10.602,3.312,0.300;1.624,1.483,0.283;4.882,7.067,0.430;1.390,8.388,0.441;1.443,2.816,0.468;1.387,14.382,0.361;5.298,15.771,0.390;10.568,8.295,0.488;18.202,3.195,0.720;9.556,18.889,1.083;13.119,12.857,0.860;1.363,9.395,0.458;5.758,11.127,0.995;5.352,10.004,0.765;0.991,17.360,0.619;3.640,2.029,0.328;7.256,11.180,0.281;0.944,12.273,0.734;19.439,8.946,0.329;8.567,9.722,0.323;2.147,8.971,0.867;2.925,17.321,1.155;12.011,17.599,1.733;7.759,3.762,0.849;15.163,10.406,0.739;12.200,9.400,0.456;10.608,2.738,2.059;9.852,7.663,0.420;11.980,8.269,1.031;13.770,19.456,0.428;12.668,19.332,0.334;8.086,4.093,0.642;10.893,0.593,0.235;4.370,16.413,0.359;9.840,17.506,1.168;4.738,16.428,0.467;2.270,10.048,0.345;19.103,19.166,1.000;15.591,13.623,0.205;13.037,15.010,1.301;1.162,10.286,0.205;6.893,11.811,0.771;14.222,13.385,0.406;2.252,16.359,0.284;9.130,2.475,1.335;6.416,6.255,1.216;0.756,8.499,0.212;12.651,16.553,0.834;10.854,4.241,1.092;0.481,3.826,0.687;5.128,15.345,0.215;13.148,9.294,0.424;12.671,12.609,1.368;7.349,5.103,0.607;12.209,6.056,0.613;9.644,5.143,1.286;6.544,8.762,0.318;2.354,2.134,0.445;10.049,8.716,0.349;1.868,17.649,0.657;14.247,19.287,0.624;15.306,13.947,0.362;14.141,11.309,0.867;12.245,8.145,0.908;0.975,15.922,1.125"
338,drone_9,17.4299,18.3706,17.0000,17.0000,"12.023,13.535,0.874;13.806,1.011,0.415;18.817,12.001,0.376;5.574,5.922,0.326;11.059,15.670,1.832;3.621,16.771,0.990;0.528,7.642,0.717;2.498,1.138,0.828;12.380,16.502,0.731;9.414,2.352,0.408;5.768,9.290,0.209;11.906,18.365,0.609;18.657,11.635,0.963;4.155,18.702,0.896;8.296,6.571,1.895;6.919,0.689,0.945;10.160,5.903,0.452;0.788,12.003,0.708;10.900,18.273,1.306;11.952,3.178,0.482;12.443,13.517,1.338;13.845,14.263,1.028;18.825,3.511,0.654;14.798,11.402,0.299;10.698,8.516,0.223;8.584,2.653,1.150;15.056,13.122,0.778;3.358,17.866,1.337;0.798,4.245,0.262;6.192,12.395,1.109;19.365,19.765,0.278;10.776,19.514,0.478;12.787,17.829,0.488;11.450,3.693,1.089;8.014,5.405,1.168;0.995,13.419,0.930;12.096,9.872,0.845;2.560,2.843,0.395;19.674,11.471,0.203;4.978,8.887,0.875;6.243,10.865,1.177;18.766,9.607,0.685;10.602,3.312,0.300;1.624,1.483,0.283;4.882,7.067,0.430;1.390,8.388,0.441;1.443,2.816,0.468;1.387,14.382,0.361;5.298,15.771,0.390;10.568,8.295,0.488;18.202,3.195,0.720;9.556,18.889,1.083;13.119,12.857,0.860;1.363,9.395,0.458;5.758,11.127,0.995;5.352,10.004,0.765;0.991,17.360,0.619;3.640,2.029,0.328;7.256,11.180,0.281;0.944,12.273,0.734;19.439,8.946,0.329;8.567,9.722,0.323;2.147,8.971,0.867;2.925,17.321,1.155;12.011,17.599,1.733;7.759,3.762,0.849;15.163,10.406,0.739;12.200,9.400,0.456;10.608,2.738,2.059;9.852,7.663,0.420;11.980,8.269,1.031;13.770,19.456,0.428;12.668,19.332,0.334;8.086,4.093,0.642;10.893,0.593,0.235;4.370,16.413,0.359;9.840,17.506,1.168;4.738,16.428,0.467;2.270,10.048,0.345;19.103,19.166,1.000;15.591,13.623,0.205;13.037,15.010,1.301;1.162,10.286,0.205;6.893,11.811,0.771;14.222,13.385,0.406;2.252,16.359,0.284;9.130,2.475,1.335;6.416,6.255,1.216;0.756,8.499,0.212;12.651,16.553,0.834;10.854,4.241,1.092;0.481,3.826,0.687;5.128,15.345,0.215;13.148,9.294,0.424;12.671,12.609,1.368;7.349,5.103,0.607;12.209,6.056,0.613;9.644,5.143,1.286;6.544,8.762,0.318;2.354,2.134,0.445;10.049,8.716,0.349;1.868,17.649,0.657;14.247,19.287,0.624;15.306,13.947,0.362;14.141,11.309,0.867;12.245,8.145,0.908;0.975,15.922,1.125"
339,drone_9,17.4655,18.3533,17.0000,17.0000,"12.023,13.535,0.874;13.806,1.011,0.415;18.817,12.001,0.376;5.574,5.922,0.326;11.059,15.670,1.832;3.621,16.771,0.990;0.528,7.642,0.717;2.498,1.138,0.828;12.380,16.502,0.731;9.414,2.352,0.408;5.768,9.290,0.209;11.906,18.365,0.609;18.657,11.635,0.963;4.155,18.702,0.896;8.296,6.571,1.895;6.919,0.689,0.945;10.160,5.903,0.452;0.788,12.003,0.708;10.900,18.273,1.306;11.952,3.178,0.482;12.443,13.517,1.338;13.845,14.263,1.028;18.825,3.511,0.654;14.798,11.402,0.299;10.698,8.516,0.223;8.584,2.653,1.150;15.056,13.122,0.778;3.358,17.866,1.337;0.798,4.245,0.262;6.192,12.395,1.109;19.365,19.765,0.278;10.776,19.514,0.478;12.787,17.829,0.488;11.450,3.693,1.089;8.014,5.405,1.168;0.995,13.419,0.930;12.096,9.872,0.845;2.560,2.843,0.395;19.674,11.471,0.203;4.978,8.887,0.875;6.243,10.865,1.177;18.766,9.607,0.685;10.602,3.312,0.300;1.624,1.483,0.283;4.882,7.067,0.430;1.390,8.388,0.441;1.443,2.816,0.468;1.387,14.382,0.361;5.298,15.771,0.390;10.568,8.295,0.488;18.202,3.195,0.720;9.556,18.889,1.083;13.119,12.857,0.860;1.363,9.395,0.458;5.758,11.127,0.995;5.352,10.004,0.765;0.991,17.360,0.619;3.640,2.029,0.328;7.256,11.180,0.281;0.944,12.273,0.734;19.439,8.946,0.329;8.567,9.722,0.323;2.147,8.971,0.867;2.925,17.321,1.155;12.011,17.599,1.733;7.759,3.762,0.849;15.163,10.406,0.739;12.200,9.400,0.456;10.608,2.738,2.059;9.852,7.663,0.420;11.980,8.269,1.031;13.770,19.456,0.428;12.668,19.332,0.334;8.086,4.093,0.642;10.893,0.593,0.235;4.370,16.413,0.359;9.840,17.506,1.168;4.738,16.428,0.467;2.270,10.048,0.345;19.103,19.166,1.000;15.591,13.623,0.205;13.037,15.010,1.301;1.162,10.286,0.205;6.893,11.811,0.771;14.222,13.385,0.406;2.252,16.359,0.284;9.130,2.475,1.335;6.416,6.255,1.216;0.756,8.499,0.212;12.651,16.553,0.834;10.854,4.241,1.092;0.481,3.826,0.687;5.128,15.345,0.215;13.148,9.294,0.424;12.671,12.609,1.368;7.349,5.103,0.607;12.209,6.056,0.613;9.644,5.143,1.286;6.544,8.762,0.318;2.354,2.134,0.445;10.049,8.716,0.349;1.868,17.649,0.657;14.247,19.287,0.624;15.306,13.947,0.362;14.141,11.309,0.867;12.245,8.145,0.908;0.975,15.922,1.125"
340,drone_9,17.5021,18.3510,17.0000,17.0000,"12.023,13.535,0.874;13.806,1.011,0.415;18.817,12.001,0.376;5.574,5.922,0.326;11.059,15.670,1.832;3.621,16.771,0.990;0.528,7.642,0.717;2.498,1.138,0.828;12.380,16.502,0.731;9.414,2.352,0.408;5.768,9.290,0.209;11.906,18.365,0.609;18.657,11.635,0.963;4.155,18.702,0.896;8.296,6.571,1.895;6.919,0.689,0.945;10.160,5.903,0.452;0.788,12.003,0.708;10.900,18.273,1.306;11.952,3.178,0.482;12.443,13.517,1.338;13.845,14.263,1.028;18.825,3.511,0.654;14.798,11.402,0.299;10.698,8.516,0.223;8.584,2.653,1.150;15.056,13.122,0.778;3.358,17.866,1.337;0.798,4.245,0.262;6.192,12.395,1.109;19.365,19.765,0.278;10.776,19.514,0.478;12.787,17.829,0.488;11.450,3.693,1.089;8.014,5.405,1.168;0.995,13.419,0.930;12.096,9.872,0.845;2.560,2.843,0.395;19.674,11.471,0.203;4.978,8.887,0.875;6.243,10.865,1.177;18.766,9.607,0.685;10.602,3.312,0.300;1.624,1.483,0.283;4.882,7.067,0.430;1.390,8.388,0.441;1.443,2.816,0.468;1.387,14.382,0.361;5.298,15.771,0.390;10.568,8.295,0.488;18.202,3.195,0.720;9.556,18.889,1.083;13.119,12.857,0.860;1.363,9.395,0.458;5.758,11.127,0.995;5.352,10.004,0.765;0.991,17.360,0.619;3.640,2.029,0.328;7.256,11.180,0.281;0.944,12.273,0.734;19.439,8.946,0.329;8.567,9.722,0.323;2.147,8.971,0.867;2.925,17.321,1.155;12.011,17.599,1.733;7.759,3.762,0.849;15.163,10.406,0.739;12.200,9.400,0.456;10.608,2.738,2.059;9.852,7.663,0.420;11.980,8.269,1.031;13.770,19.456,0.428;12.668,19.332,0.334;8.086,4.093,0.642;10.893,0.593,0.235;4.370,16.413,0.359;9.840,17.506,1.168;4.738,16.428,0.467;2.270,10.048,0.345;19.103,19.166,1.000;15.591,13.623,0.205;13.037,15.010,1.301;1.162,10.286,0.205;6.893,11.811,0.771;14.222,13.385,0.406;2.252,16.359,0.284;9.130,2.475,1.335;6.416,6.255,1.216;0.756,8.499,0.212;12.651,16.553,0.834;10.854,4.241,1.092;0.481,3.826,0.687;5.128,15.345,0.215;13.148,9.294,0.424;12.671,12.609,1.368;7.349,5.103,0.607;12.209,6.056,0.613;9.644,5.143,1.286;6.544,8.762,0.318;2.354,2.134,0.445;10.049,8.716,0.349;1.868,17.649,0.657;14.247,19.287,0.624;15.306,13.947,0.362;14.141,11.309,0.867;12.245,8.145,0.908;0.975,15.922,1.125"
341,drone_9,17.5322,18.3605,17.0000,17.0000,"12.023,13.535,0.874;13.806,1.011,0.415;18.817,12.001,0.376;5.574,5.922,0.326;11.059,15.670,1.832;3.621,16.771,0.990;0.528,7.642,0.717;2.498,1.138,0.828;12.380,16.502,0.731;9.414,2.352,0.408;5.768,9.290,0.209;11.906,18.365,0.609;18.657,11.635,0.963;4.155,18.702,0.896;8.296,6.571,1.895;6.919,0.689,0.945;10.160,5.903,0.452;0.788,12.003,0.708;10.900,18.273,1.306;11.952,3.178,0.482;12.443,13.517,1.338;13.845,14.263,1.028;18.825,3.511,0.654;14.798,11.402,0.299;10.698,8.516,0.223;8.584,2.653,1.150;15.056,13.122,0.778;3.358,17.866,1.337;0.798,4.245,0.262;6.192,12.395,1.109;19.365,19.765,0.278;10.776,19.514,0.478;12.787,17.829,0.488;11.450,3.693,1.089;8.014,5.405,1.168;0.995,13.419,0.930;12.096,9.872,0.845;2.560,2.843,0.395;19.674,11.471,0.203;4.978,8.887,0.875;6.243,10.865,1.177;18.766,9.607,0.685;10.602,3.312,0.300;1.624,1.483,0.283;4.882,7.067,0.430;1.390,8.388,0.441;1.443,2.816,0.468;1.387,14.382,0.361;5.298,15.771,0.390;10.568,8.295,0.488;18.202,3.195,0.720;9.556,18.889,1.083;13.119,12.857,0.860;1.363,9.395,0.458;5.758,11.127,0.995;5.352,10.004,0.765;0.991,17.360,0.619;3.640,2.029,0.328;7.256,11.180,0.281;0.944,12.273,0.734;19.439,8.946,0.329;8.567,9.722,0.323;2.147,8.971,0.867;2.925,17.321,1.155;12.011,17.599,1.733;7.759,3.762,0.849;15.163,10.406,0.739;12.200,9.400,0.456;10.608,2.738,2.059;9.852,7.663,0.420;11.980,8.269,1.031;13.770,19.456,0.428;12.668,19.332,0.334;8.086,4.093,0.642;10.893,0.593,0.235;4.370,16.413,0.359;9.840,17.506,1.168;4.738,16.428,0.467;2.270,10.048,0.345;19.103,19.166,1.000;15.591,13.623,0.205;13.037,15.010,1.301;1.162,10.286,0.205;6.893,11.811,0.771;14.222,13.385,0.406;2.252,16.359,0.284;9.130,2.475,1.335;6.416,6.255,1.216;0.756,8.499,0.212;12.651,16.553,0.834;10.854,4.241,1.092;0.481,3.826,0.687;5.128,15.345,0.215;13.148,9.294,0.424;12.671,12.609,1.368;7.349,5.103,0.607;12.209,6.056,0.613;9.644,5.143,1.286;6.544,8.762,0.318;2.354,2.134,0.445;10.049,8.716,0.349;1.868,17.649,0.657;14.247,19.287,0.624;15.306,13.947,0.362;14.141,11.309,0.867;12.245,8.145,0.908;0.975,15.922,1.125"
